number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000086,New,true,0,0,0,true,Caller 2403,Opened by  24,29/2/2016 08:43,Created by 13,29/2/2016 08:49,Updated by 60,29/2/2016 08:49,Phone,Location 93,Category 24,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,1/3/2016 15:45,6/3/2016 16:00
INC0000086,New,true,0,0,1,true,Caller 2403,Opened by  24,29/2/2016 08:43,Created by 13,29/2/2016 08:49,Updated by 60,29/2/2016 08:49,Phone,Location 98,Category 24,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,1/3/2016 15:45,6/3/2016 16:00
INC0000086,New,true,0,0,2,true,Caller 2403,Opened by  24,29/2/2016 08:43,Created by 13,29/2/2016 08:49,Updated by 60,29/2/2016 08:50,Phone,Location 98,Category 24,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,1/3/2016 15:45,6/3/2016 16:00
INC0000086,New,true,0,0,3,true,Caller 2403,Opened by  24,29/2/2016 08:43,Created by 13,29/2/2016 08:49,Updated by 60,29/2/2016 08:53,Phone,Location 98,Category 24,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,1/3/2016 15:45,6/3/2016 16:00
INC0000086,New,true,1,0,4,true,Caller 2403,Opened by  24,29/2/2016 08:43,Created by 13,29/2/2016 08:49,Updated by 60,29/2/2016 08:54,Phone,Location 98,Category 24,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,1/3/2016 15:45,6/3/2016 16:00
INC0000086,New,true,1,0,5,true,Caller 2403,Opened by  24,29/2/2016 08:43,Created by 13,29/2/2016 08:49,Updated by 451,29/2/2016 10:07,Phone,Location 98,Category 24,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,1/3/2016 15:45,6/3/2016 16:00
INC0000086,New,true,1,0,6,true,Caller 2403,Opened by  24,29/2/2016 08:43,Created by 13,29/2/2016 08:49,Updated by 241,1/3/2016 15:40,Phone,Location 98,Category 24,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,1/3/2016 15:45,6/3/2016 16:00
INC0000086,Resolved,true,1,0,7,true,Caller 2403,Opened by  24,29/2/2016 08:43,Created by 13,29/2/2016 08:49,Updated by 241,1/3/2016 15:45,Phone,Location 98,Category 24,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,1/3/2016 15:45,6/3/2016 16:00
INC0000086,Closed,false,1,0,8,true,Caller 2403,Opened by  24,29/2/2016 08:43,Created by 13,29/2/2016 08:49,Updated by 908,6/3/2016 16:00,Phone,Location 98,Category 24,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,1/3/2016 15:45,6/3/2016 16:00
INC0000087,New,true,0,0,0,true,Caller 950,Opened by  180,29/2/2016 08:47,Created by 81,29/2/2016 08:56,Updated by 340,29/2/2016 08:56,Phone,Location 69,Category 53,Subcategory 194,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:46,7/3/2016 15:00
INC0000087,New,true,0,0,1,true,Caller 950,Opened by  180,29/2/2016 08:47,Created by 81,29/2/2016 08:56,Updated by 451,29/2/2016 10:07,Phone,Location 69,Category 53,Subcategory 194,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:46,7/3/2016 15:00
INC0000087,Resolved,true,0,0,2,true,Caller 950,Opened by  180,29/2/2016 08:47,Created by 81,29/2/2016 08:56,Updated by 874,2/3/2016 14:46,Phone,Location 69,Category 53,Subcategory 194,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:46,7/3/2016 15:00
INC0000087,Closed,false,0,0,3,true,Caller 950,Opened by  180,29/2/2016 08:47,Created by 81,29/2/2016 08:56,Updated by 908,7/3/2016 15:00,Phone,Location 69,Category 53,Subcategory 194,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:46,7/3/2016 15:00
INC0000088,New,true,0,0,0,true,Caller 388,Opened by  180,29/2/2016 08:48,?,?,Updated by 908,29/2/2016 08:48,Phone,Location 93,Category 42,Subcategory 224,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29/2/2016 09:05,5/3/2016 10:00
INC0000088,Resolved,true,0,0,1,true,Caller 388,Opened by  180,29/2/2016 08:48,?,?,Updated by 340,29/2/2016 09:05,Phone,Location 93,Category 42,Subcategory 224,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29/2/2016 09:05,5/3/2016 10:00
INC0000088,Closed,false,0,0,2,true,Caller 388,Opened by  180,29/2/2016 08:48,?,?,Updated by 908,5/3/2016 10:00,Phone,Location 93,Category 42,Subcategory 224,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29/2/2016 09:05,5/3/2016 10:00
INC0000089,Active,true,0,0,0,true,Caller 4907,Opened by  180,29/2/2016 08:51,Created by 81,29/2/2016 09:03,Updated by 340,29/2/2016 09:03,Phone,Location 108,Category 42,Subcategory 106,Symptom 2,?,2 - Medium,3 - Low,4 - Low,Group 68,Resolver 97,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/3/2016 14:35,8/3/2016 15:00
INC0000089,Active,true,0,0,1,true,Caller 4907,Opened by  180,29/2/2016 08:51,Created by 81,29/2/2016 09:03,Updated by 653,29/2/2016 09:14,Phone,Location 108,Category 42,Subcategory 106,Symptom 2,?,2 - Medium,3 - Low,4 - Low,Group 68,Resolver 97,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/3/2016 14:35,8/3/2016 15:00
INC0000089,Active,true,1,0,2,true,Caller 4907,Opened by  180,29/2/2016 08:51,Created by 81,29/2/2016 09:03,Updated by 653,29/2/2016 09:14,Phone,Location 108,Category 42,Subcategory 106,Symptom 2,?,2 - Medium,3 - Low,4 - Low,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/3/2016 14:35,8/3/2016 15:00
INC0000089,Active,true,2,0,3,true,Caller 4907,Opened by  180,29/2/2016 08:51,Created by 81,29/2/2016 09:03,Updated by 798,29/2/2016 09:14,Phone,Location 108,Category 45,Subcategory 191,Symptom 2,?,2 - Medium,3 - Low,4 - Low,Group 58,Resolver 76,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/3/2016 14:35,8/3/2016 15:00
INC0000089,Active,true,3,0,4,true,Caller 4907,Opened by  180,29/2/2016 08:51,Created by 81,29/2/2016 09:03,Updated by 310,2/3/2016 11:42,Phone,Location 108,Category 45,Subcategory 191,Symptom 2,?,2 - Medium,3 - Low,4 - Low,Group 33,?,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/3/2016 14:35,8/3/2016 15:00
INC0000089,Awaiting Problem,true,3,0,5,true,Caller 4907,Opened by  180,29/2/2016 08:51,Created by 81,29/2/2016 09:03,Updated by 862,2/3/2016 14:20,Phone,Location 108,Category 45,Subcategory 94,Symptom 26,?,2 - Medium,3 - Low,4 - Low,Group 33,Resolver 216,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/3/2016 14:35,8/3/2016 15:00
INC0000089,Awaiting Problem,true,3,0,6,true,Caller 4907,Opened by  180,29/2/2016 08:51,Created by 81,29/2/2016 09:03,Updated by 862,2/3/2016 14:27,Phone,Location 108,Category 45,Subcategory 94,Symptom 470,?,2 - Medium,3 - Low,4 - Low,Group 33,Resolver 216,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/3/2016 14:35,8/3/2016 15:00
INC0000089,Awaiting Problem,true,3,0,7,true,Caller 4907,Opened by  180,29/2/2016 08:51,Created by 81,29/2/2016 09:03,Updated by 862,2/3/2016 14:30,Phone,Location 108,Category 45,Subcategory 94,Symptom 609,?,2 - Medium,3 - Low,4 - Low,Group 33,Resolver 216,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/3/2016 14:35,8/3/2016 15:00
INC0000089,Resolved,true,3,0,8,true,Caller 4907,Opened by  180,29/2/2016 08:51,Created by 81,29/2/2016 09:03,Updated by 862,3/3/2016 14:35,Phone,Location 108,Category 45,Subcategory 94,Symptom 609,?,2 - Medium,3 - Low,4 - Low,Group 33,Resolver 216,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/3/2016 14:35,8/3/2016 15:00
INC0000089,Closed,false,3,0,9,true,Caller 4907,Opened by  180,29/2/2016 08:51,Created by 81,29/2/2016 09:03,Updated by 908,8/3/2016 15:00,Phone,Location 108,Category 45,Subcategory 94,Symptom 609,?,2 - Medium,3 - Low,4 - Low,Group 33,Resolver 216,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 197,3/3/2016 14:35,8/3/2016 15:00
INC0000092,Active,true,0,0,0,true,Caller 1811,Opened by  40,29/2/2016 08:55,?,?,Updated by 908,29/2/2016 08:55,Phone,Location 172,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,?,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 99,7/3/2016 08:45,12/3/2016 09:00
INC0000092,Active,true,0,0,1,true,Caller 1811,Opened by  40,29/2/2016 08:55,?,?,Updated by 451,29/2/2016 10:07,Phone,Location 172,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 5,Resolved by 99,7/3/2016 08:45,12/3/2016 09:00
INC0000092,Active,true,1,0,2,true,Caller 1811,Opened by  40,29/2/2016 08:55,?,?,Updated by 336,29/2/2016 13:55,Phone,Location 172,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 5,Resolved by 99,7/3/2016 08:45,12/3/2016 09:00
INC0000092,Resolved,true,1,0,5,true,Caller 1811,Opened by  40,29/2/2016 08:55,?,?,Updated by 402,7/3/2016 08:45,Phone,Location 172,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 5,Resolved by 99,7/3/2016 08:45,12/3/2016 09:00
INC0000092,Closed,false,1,0,6,false,Caller 1811,Opened by  40,29/2/2016 08:55,?,?,Updated by 908,12/3/2016 09:00,Phone,Location 172,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 5,Resolved by 99,7/3/2016 08:45,12/3/2016 09:00
INC0000093,Resolved,true,0,0,0,true,Caller 3545,Opened by  131,29/2/2016 08:56,?,?,Updated by 908,29/2/2016 08:56,Phone,Location 93,Category 61,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 66,?,5/3/2016 10:00
INC0000093,Closed,false,0,0,1,true,Caller 3545,Opened by  131,29/2/2016 08:56,?,?,Updated by 908,5/3/2016 10:00,Phone,Location 93,Category 61,Subcategory 164,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 66,?,5/3/2016 10:00
INC0000094,Active,true,0,0,0,true,Caller 387,Opened by  433,29/2/2016 08:58,?,?,Updated by 908,29/2/2016 08:58,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 193,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 184,10/3/2016 10:45,24/3/2016 18:50
INC0000094,Awaiting User Info,true,0,0,1,true,Caller 387,Opened by  433,29/2/2016 08:58,?,?,Updated by 804,29/2/2016 09:11,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 193,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 184,10/3/2016 10:45,24/3/2016 18:50
INC0000094,Awaiting User Info,true,0,0,2,true,Caller 387,Opened by  433,29/2/2016 08:58,?,?,Updated by 804,29/2/2016 14:24,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 193,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 184,10/3/2016 10:45,24/3/2016 18:50
INC0000094,Resolved,true,0,0,9,true,Caller 387,Opened by  433,29/2/2016 08:58,?,?,Updated by 804,10/3/2016 10:45,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 193,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 184,10/3/2016 10:45,24/3/2016 18:50
INC0000094,Closed,false,0,0,10,false,Caller 387,Opened by  433,29/2/2016 08:58,?,?,Updated by 908,24/3/2016 18:50,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 193,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 184,10/3/2016 10:45,24/3/2016 18:50
INC0000098,New,true,0,0,0,true,Caller 4043,Opened by  24,29/2/2016 09:02,Created by 13,29/2/2016 09:08,Updated by 60,29/2/2016 09:08,Phone,Location 108,Category 20,Subcategory 125,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:51,7/3/2016 15:00
INC0000098,New,true,0,0,1,true,Caller 4043,Opened by  24,29/2/2016 09:02,Created by 13,29/2/2016 09:08,Updated by 60,29/2/2016 09:11,Phone,Location 108,Category 53,Subcategory 194,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:51,7/3/2016 15:00
INC0000098,New,true,1,0,2,true,Caller 4043,Opened by  24,29/2/2016 09:02,Created by 13,29/2/2016 09:08,Updated by 60,29/2/2016 09:12,Phone,Location 108,Category 53,Subcategory 194,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:51,7/3/2016 15:00
INC0000098,New,true,1,0,3,true,Caller 4043,Opened by  24,29/2/2016 09:02,Created by 13,29/2/2016 09:08,Updated by 451,29/2/2016 10:07,Phone,Location 108,Category 53,Subcategory 194,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:51,7/3/2016 15:00
INC0000098,Resolved,true,1,0,4,true,Caller 4043,Opened by  24,29/2/2016 09:02,Created by 13,29/2/2016 09:08,Updated by 874,2/3/2016 14:51,Phone,Location 108,Category 53,Subcategory 194,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:51,7/3/2016 15:00
INC0000098,Closed,false,1,0,5,true,Caller 4043,Opened by  24,29/2/2016 09:02,Created by 13,29/2/2016 09:08,Updated by 908,7/3/2016 15:00,Phone,Location 108,Category 53,Subcategory 194,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:51,7/3/2016 15:00
INC0000099,New,true,0,0,0,true,Caller 5410,Opened by  180,29/2/2016 09:03,Created by 81,29/2/2016 09:06,Updated by 340,29/2/2016 09:06,Phone,Location 51,Category 24,Subcategory 164,Symptom 529,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 201,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 183,1/3/2016 09:05,6/3/2016 10:00
INC0000099,New,true,1,0,1,true,Caller 5410,Opened by  180,29/2/2016 09:03,Created by 81,29/2/2016 09:06,Updated by 750,29/2/2016 09:13,Phone,Location 51,Category 24,Subcategory 164,Symptom 529,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 183,1/3/2016 09:05,6/3/2016 10:00
INC0000099,Resolved,true,1,0,2,true,Caller 5410,Opened by  180,29/2/2016 09:03,Created by 81,29/2/2016 09:06,Updated by 789,1/3/2016 09:05,Phone,Location 51,Category 24,Subcategory 164,Symptom 529,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 183,1/3/2016 09:05,6/3/2016 10:00
INC0000099,Closed,false,1,0,3,true,Caller 5410,Opened by  180,29/2/2016 09:03,Created by 81,29/2/2016 09:06,Updated by 908,6/3/2016 10:00,Phone,Location 51,Category 24,Subcategory 164,Symptom 529,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 183,1/3/2016 09:05,6/3/2016 10:00
INC0000100,Active,true,0,0,0,true,Caller 3082,Opened by  40,29/2/2016 09:05,Created by 20,29/2/2016 09:11,Updated by 88,29/2/2016 09:11,Phone,Location 161,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:53,7/3/2016 15:00
INC0000100,Active,true,0,0,1,true,Caller 3082,Opened by  40,29/2/2016 09:05,Created by 20,29/2/2016 09:11,Updated by 451,29/2/2016 10:07,Phone,Location 161,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:53,7/3/2016 15:00
INC0000100,Resolved,true,0,0,2,true,Caller 3082,Opened by  40,29/2/2016 09:05,Created by 20,29/2/2016 09:11,Updated by 874,2/3/2016 14:53,Phone,Location 161,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:53,7/3/2016 15:00
INC0000100,Closed,false,0,0,3,true,Caller 3082,Opened by  40,29/2/2016 09:05,Created by 20,29/2/2016 09:11,Updated by 908,7/3/2016 15:00,Phone,Location 161,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:53,7/3/2016 15:00
INC0000101,New,true,0,0,0,true,Caller 1892,Opened by  180,29/2/2016 09:05,Created by 81,29/2/2016 09:13,Updated by 340,29/2/2016 09:13,Phone,Location 143,Category 42,Subcategory 224,Symptom 560,?,2 - Medium,3 - Low,4 - Low,Group 65,Resolver 180,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29/2/2016 11:00,5/3/2016 12:00
INC0000101,New,true,0,0,1,true,Caller 1892,Opened by  180,29/2/2016 09:05,Created by 81,29/2/2016 09:13,Updated by 798,29/2/2016 09:42,Phone,Location 143,Category 55,Subcategory 170,Symptom 273,?,2 - Medium,3 - Low,4 - Low,Group 65,Resolver 180,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29/2/2016 11:00,5/3/2016 12:00
INC0000101,Active,true,0,0,2,true,Caller 1892,Opened by  180,29/2/2016 09:05,Created by 81,29/2/2016 09:13,Updated by 15,29/2/2016 10:28,Phone,Location 143,Category 55,Subcategory 170,Symptom 273,?,2 - Medium,3 - Low,4 - Low,Group 65,Resolver 180,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29/2/2016 11:00,5/3/2016 12:00
INC0000101,Active,true,0,0,3,true,Caller 1892,Opened by  180,29/2/2016 09:05,Created by 81,29/2/2016 09:13,Updated by 664,29/2/2016 10:59,Phone,Location 143,Category 55,Subcategory 170,Symptom 273,?,2 - Medium,3 - Low,4 - Low,Group 65,Resolver 180,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29/2/2016 11:00,5/3/2016 12:00
